text,text_clean
hancur 🤣🤣🤣,['hancur']
Aku beat street juga mba pake pertamax turbo/ pertamax green kalo ga gitu ya ngisi di shel aman,"['beat', 'street', 'mba', 'pake', 'pertamax', 'turbo', 'pertamax', 'green', 'tidak', 'gitu', 'ya', 'ngisi', 'shel', 'aman']"
Semua ulah para direktur😊😊😊,"['ulah', 'direktur']"
"Teman - teman nak tanya, ini yang montornya Yamaha brebet juga atau aman ? Soalnya montorku vario kemarin brebet parah gara"" aku isi Pertamax dan montor kakakku NMAX katanya aman.","['teman', 'teman', 'anak', 'montornya', 'yamaha', 'brebet', 'aman', 'montorku', 'vario', 'kemarin', 'brebet', 'parah', 'gara', 'isi', 'pertamax', 'montor', 'kakak', 'nmax', 'aman']"
"ngene Iki rakyat seng kenek imbas e
sepeda mogok pas wayae Mapak sekolah
mogok pas budal kerjo OPO gak telat
mogok pas GK due Duek
mogok pas budal sekolah
😭","['ngene', 'iki', 'rakyat', 'seng', 'kenek', 'imbas', 'e', 'sepeda', 'mogok', 'pas', 'wayae', 'mapak', 'sekolah', 'mogok', 'pas', 'budal', 'kerjo', 'opo', 'tidak', 'telat', 'mogok', 'pas', 'tidak', 'due', 'duek', 'mogok', 'pas', 'budal', 'sekolah']"
"mba kaya aku kemarin, mau ke kampus malah mati di jalan gak bisa jalan😭","['mba', 'kaya', 'kemarin', 'kampus', 'mati', 'jalan', 'tidak', 'jalan']"
"minggu 2/11/2025 pagi keadaan motor itu masih nyala tp suara mesin itu kyk berat ndret2 gtulah.. sblmnya isi pertalite msih ada 1 bar belum kedip, lngsung ngisi pertamax soale takut kehabisan di jalan krn mau perjalanan jauh pagi itu slm di jln ssekali pas narik gasnya itu nggk melaju pas di lpas tiba2 ngegas sndiri medeni poll .. nah sore aku pulang udh mau dket rumah tp masih di jalan raya pas tikungan biasa kan agak ngurangin gasnya ya, lah tiba2 matii..aku nyalain mati lagi..nyalain buat jln 1mtr 2 mtr mati, pdhl pagi ngisi full tank pertamax 92 pulangnya cuma berkurang 1 bar tp kyk gk ada tenaga tuh motor. alhasil dorong ke bengkel, kta kang bngkelnya pompa bensinnya ngga bisa naik ke gasnya ..jd ngganti busi, pompa habis 150 an 😓 trus kemarin coba di kuras bensinnya tp diliat nggk ada campuran yg putih kyk di video2 itu ya ? harusnya di diemin brpa lama bensinnya di botol itu ? info dongg","['minggu', 'pagi', 'motor', 'nyala', 'suara', 'mesin', 'kyk', 'berat', 'ndret', 'gtulah', 'sblmnya', 'isi', 'pertalite', 'msih', 'bar', 'kedip', 'lngsung', 'ngisi', 'pertamax', 'soale', 'takut', 'habis', 'jalan', 'krn', 'jalan', 'pagi', 'slm', 'jln', 'ssekali', 'pas', 'narik', 'gas', 'nggk', 'laju', 'pas', 'lpas', 'ngegas', 'sndiri', 'medeni', 'poll', 'sore', 'pulang', 'dket', 'rumah', 'jalan', 'raya', 'pas', 'tikung', 'ngurangin', 'gas', 'ya', 'matiiaku', 'nyalain', 'mati', 'laginyalain', 'jln', 'mtr', 'mtr', 'mati', 'pdhl', 'pagi', 'ngisi', 'full', 'tank', 'pertamax', 'pulang', 'kurang', 'bar', 'kyk', 'tidak', 'tenaga', 'tuh', 'motor', 'alhasil', 'dorong', 'bengkel', 'kta', 'kang', 'bngkelnya', 'pompa', 'bensin', 'tidak', 'gas', 'jd', 'ngganti', 'busi', 'pompa', 'habis', 'an', 'trus', 'kemarin', 'coba', 'kuras', 'bensin', 'liat', 'nggk', 'campur', 'putih', 'kyk', 'video', 'ya', 'diemin', 'brpa', 'bensin', 'botol', 'info', 'dongg']"
"misal, kitaaa yg tiap hari brangkat kerja jarak tempuh lumayan jauhh, tb2 mati kek gini gak belom gajiann jugaaa, gmnaaa caranya byar motor ke bengkell, coba bayanginnnnn pemerintahhh tuh gak mikir apaaa, dari sini ajaaa udaaa kek jahatt bgt kaliaannnn itu sm kita, pdhal bensin kitaa yaa beli gak dikasihhhh😭😭😭😭😭","['kitaaa', 'brangkat', 'kerja', 'jarak', 'tempuh', 'lumayan', 'jauhh', 'tb', 'mati', 'kek', 'gin', 'tidak', 'bom', 'gajiann', 'jugaaa', 'gmnaaa', 'byar', 'motor', 'bengkell', 'coba', 'bayanginnnnn', 'pemerintahhh', 'tuh', 'tidak', 'mikir', 'apaaa', 'ajaaa', 'udaaa', 'kek', 'jahatt', 'kaliaannnn', 'sm', 'pdhal', 'bensin', 'kitaa', 'yaa', 'beli', 'tidak', 'dikasihhhh']"
iyo jasik. pedahku yo ndredet goro2 bensin 😭😭😭,"['iyo', 'jasik', 'dah', 'yo', 'ndredet', 'goro', 'bensin']"
varione ojo dikeplo'i 😭,"['varione', 'ojo', 'ploi']"
pantesan sepeda brebet,"['pantesan', 'sepeda', 'brebet']"
PANTES MOTOR GUA TIBA TIBA BREBET PADAHAL MOTOR SEHAT TERAWAT,"['pantes', 'motor', 'gua', 'brebet', 'motor', 'sehat', 'awat']"
enak beli eceran kelihatan klu dicampur,"['enak', 'beli', 'ecer', 'klu', 'campur']"
"pantes tiba"" ngeden di gas terus tiba"" ngancleng gtu","['pantes', 'ngeden', 'gas', 'ngancleng', 'gtu']"
orak di campor uyoh e bahlil ssn,"['orak', 'campor', 'uyoh', 'e', 'bahlil', 'ssn']"
jember jawa timur berebbett,"['jember', 'jawa', 'timur', 'berebbett']"
SMA KK AQ dari Madura Pamekasan .. brebetnya minta ampun ..,"['sma', 'kakak', 'madura', 'pamekasan', 'brebetnya', 'ampun']"
motorku jg brebet,"['motor', 'brebet']"
apa orang atas klau GK koropsi gak makan ta 🙏🙏🙏,"['orang', 'klau', 'tidak', 'koropsi', 'tidak', 'makan', 'ta']"
tangkp pertamina,"['tangkp', 'pertamina']"
Motorku yo korban petramak brebet …. Mbrebet …. Terus sopo sg tangung jawab,"['motor', 'yo', 'korban', 'petramak', 'brebet', 'mbrebet', 'sopo', 'sg', 'tangung']"
ekspresi bahlil,"['ekspresi', 'bahlil']"
parah banget ya pertamina 😭 kok bisa bisa nya di campur kek gini,"['parah', 'banget', 'ya', 'pertamina', 'campur', 'kek', 'gin']"
motor saya juga brebet akhirnya macet cet,"['motor', 'brebet', 'macet', 'cet']"
pak tadi pagi motorku mogok 6 kali 😭😂,"['pagi', 'motor', 'mogok', 'kali']"
motor sy juga brebet,"['motor', 'sy', 'brebet']"
"daerah kami tiba2 banyak sinjal jiga kndraan kami ,ada apa ya ini,,,","['daerah', 'sinjal', 'jiga', 'kndraan', 'ya']"
bahenol,['bahenol']
kenyataan sy mengalami MTR lsg g bisa jln akhirnya msk bengkel.trnyata dbgkel byk org korban SM jg kyak yg kualami😭😭😭,"['nyata', 'sy', 'alami', 'mtr', 'lsg', 'tidak', 'jln', 'msk', 'bengkeltrnyata', 'dbgkel', 'byk', 'orang', 'korban', 'sm', 'kyak', 'alam']"
BUMN kalo ga rugi ya kualitasnya begitulah kira-kira.. 😌😌😌,"['bumn', 'tidak', 'rugi', 'ya', 'kualitas', 'kirakira']"
salinan dari luar negeri 😂😂,"['salin', 'negeri']"
sama Ama kakak ku ngisi bensin ada air nya,"['ama', 'kakak', 'ku', 'ngisi', 'bensin', 'air']"
itu betul bukan rekayasa di daerah kami kalimantan selatan banjar masin jua kaya gitu motor mogok jd nya,"['bukan', 'rekayasa', 'daerah', 'kalimantan', 'selatan', 'banjar', 'masin', 'jua', 'kaya', 'gitu', 'motor', 'mogok']"
di tanjung pinang masih aman nih pertalite,"['tanjung', 'pinang', 'aman', 'pertalite']"
emang DANCOOKK IBLIS PERTAMINA,"['emang', 'dancookk', 'iblis', 'pertamina']"
"UDAH BANYAK KORBAN MASIH AJA MENGELAK, CARI SOLUSI ENTAH ETANOLNYA KURANGIN KEK APA KEK","['korban', 'aja', 'elak', 'cari', 'solusi', 'etanol', 'rangin', 'kek', 'kek']"
"paling bentar lagi tanggapan pemerintah kalo ga ""kaget"" ya ngeluarin statement bodo kek ""itu karna motornya blm terbiasa, nanti juga menyesuaikan"" padahal yg ngomong cuma lulusan SMA + ga ada basic mekanik 🗿😹","['bentar', 'tanggap', 'perintah', 'tidak', 'kaget', 'ya', 'ngeluarin', 'statement', 'bodo', 'kek', 'karna', 'motor', 'blm', 'biasa', 'sesuai', 'ngomong', 'lulus', 'sma', 'tidak', 'basic', 'mekanik']"
apakah ini salah satu upaya pak bah*** membuka berjuta lowongan kerja ? 🤣 .(demi mewujutkan visi misi 19 juta loker) . merujuk dampak dr itu membuat bengkel mendadak membuka banyak loker se indo.,"['salah', 'upaya', 'bah', 'buka', 'juta', 'lowong', 'kerja', 'mewujutkan', 'visi', 'misi', 'juta', 'loker', 'rujuk', 'dampak', 'bengkel', 'dadak', 'buka', 'loker', 'indo']"
"gw paham sih bang tiap akhir konten kan elu selalu ngasih ""kata netizen"" yg mewakili perasaanmu bg.
tapi bisa kali usernamenya di sensor. takut doi diapa2in sama tikus2 sono","['paham', 'bang', 'konten', 'elu', 'ngasih', 'netizen', 'wakil', 'asa', 'bg', 'kali', 'usernamenya', 'sensor', 'takut', 'doi', 'diapain', 'tikus', 'sono']"
Ini beneran saya juga kena ga hoaks!,"['beneran', 'kena', 'tidak', 'hoaks']"
masuk surga jalur di dzolimi pejabat,"['masuk', 'surga', 'jalur', 'dzolimi', 'jabat']"
ku ketik bahlil dan azab komenku hilang bjir,"['ku', 'ketik', 'bahlil', 'azab', 'komenku', 'hilang', 'bjir']"
🤔ngunnu pertimini seh ngejel standar BBM nya sesuai 😂,"['ngunnu', 'pertimini', 'seh', 'ngejel', 'standar', 'bbm', 'sesuai']"
kaluan sdh th pelakux nyata2 menteri bahlil yg punya Ide ndk brani kalian usut,"['kaluan', 'th', 'pelakux', 'nyata', 'menteri', 'bahlil', 'ide', 'ndk', 'brani', 'usut']"
Pengaruh bensin ke busi apa ya? Aku serius nanya ini,"['pengaruh', 'bensin', 'busi', 'ya', 'serius', 'nanya']"
baklilll..... baklilll.....,"['baklilll', 'baklilll']"
"Pertamax full dipake sehari mblayu letoy gas e ilang
di isi BP92 Full tank serasa minum vitamin & jamu.. BP92 MANTAB
SHELL SUPER DITUNGGU FULL TANK
pertamina jual es juice & es legen ben gak Ono sing brebet pejabat sing gajian 2 digit","['pertamax', 'full', 'dipake', 'hari', 'mblayu', 'letoy', 'gas', 'e', 'ilang', 'isi', 'bp', 'full', 'tank', 'serasa', 'minum', 'vitamin', 'jamu', 'bp', 'mantab', 'shell', 'super', 'tunggu', 'full', 'tank', 'pertamina', 'jual', 'es', 'juice', 'es', 'legen', 'ben', 'tidak', 'ono', 'sing', 'brebet', 'jabat', 'sing', 'gaji', 'digit']"
waduh kok nemen ngene😭,"['nemen', 'ngene']"
SAAT NYA KITA BERSATU,['satu']
"yg motornya mengalami kerusakan akibat bensin segera urus data"" lengkap mulai dr rt,rw dst..","['motor', 'alami', 'rusa', 'akibat', 'bensin', 'urus', 'data', 'lengkap', 'rtrw', 'dst']"
kata guru guwa itu sengaja biar semua masyrakat ganti ke kendaraan listrik,"['guru', 'guwa', 'sengaja', 'masyrakat', 'ganti', 'kendara', 'listrik']"
yaudah isi solar aja kalau sikit sikit di oplos 🤣🤣🤣,"['yaudah', 'isi', 'solar', 'aja', 'sikit', 'sikit', 'oplos']"
pertamina selalu denial anjir bukannya sadar perbaiki kualitas,"['pertamina', 'denial', 'anjir', 'bukan', 'sadar', 'baik', 'kualitas']"
di Jawa aja ya untung di kota jakarta Alhamdulillah enggak,"['jawa', 'aja', 'ya', 'untung', 'kota', 'jakarta', 'alhamdulillah', 'enggak']"
baekot aja sdh,"['baekot', 'aja']"
sepeda saya juga brebet dan ahinya macet,"['sepeda', 'brebet', 'ahinya', 'macet']"
ngeles ae Pertamina 😅,"['ngeles', 'ae', 'pertamina']"
sepedaqu juga berebbet isi pertalet,"['sepedaqu', 'berebbet', 'isi', 'pertalet']"
copot pak bahlil pak prabowo,"['copot', 'bahlil', 'prabowo']"
Bahlil Bahlil wes wes,"['bahlil', 'bahlil', 'wes', 'wes']"
memang fakta banyak yang dicampur,"['fakta', 'campur']"
MALANG DAN SINGOSARI WIS GAK AMAN LURRR 😭😭😭,"['malang', 'singosari', 'wis', 'tidak', 'aman', 'lurrr']"
"kemarin saya hampir ketabrak mobil, karena motor saya mati mesin, karena berebet","['kemarin', 'tabrak', 'mobil', 'motor', 'mati', 'mesin', 'rebet']"
"plisslah bujang,motorku udah brebet anj😭","['plisslah', 'bujangmotorku', 'brebet', 'anj']"
"iya pak kemaren saya juga kenak korban pertalite
motor brebet trus mogok
pas d servis harus di buang smua isi pertalet ya trus busi mati","['iya', 'kemaren', 'nak', 'korban', 'pertalite', 'motor', 'brebet', 'trus', 'mogok', 'pas', 'servis', 'buang', 'smua', 'isi', 'pertalet', 'ya', 'trus', 'busi', 'mati']"
"kamis pagi sepeda masih enak banget, kamis sore isi bensin full pertamax, jumat pagi brebet tolong 😭","['kamis', 'pagi', 'sepeda', 'enak', 'banget', 'kamis', 'sore', 'isi', 'bensin', 'full', 'pertamax', 'jumat', 'pagi', 'brebet', 'tolong']"
demi allah gua juga,"['allah', 'gua']"
"kalo kata termul, rakyat Jawa, gibran, dan solo mah pemerintah lagi cari solusi yg lebih baik sabarin ajah 🫶🫰😹😹😹","['termul', 'rakyat', 'jawa', 'gibran', 'solo', 'mah', 'perintah', 'cari', 'solusi', 'sabarin', 'ajah']"
dasar mentri bahlul,"['dasar', 'tri', 'bahlul']"
pantas.lah.,['pantas']
turbo kosong turbo,"['turbo', 'kosong', 'turbo']"
rakyat di rugikan?......,"['rakyat', 'rugi']"
pake pertamak mba..,"['pake', 'tamak', 'mba']"
hari jumat punya ponakan kena hari sabtu punya tetangga hari minggu punya kakak yg lagi aku pinjam... kok bisa motor brevet massal,"['jumat', 'ponakan', 'kena', 'sabtu', 'tetangga', 'minggu', 'kakak', 'pinjam', 'motor', 'brevet', 'massal']"
kata pertamina itu salah businya bukan bensin nya 😂,"['pertamina', 'salah', 'busi', 'bukan', 'bensin']"
"Awan ganti oli,bengine tuku bengsin full wes an terus langsung nak pacet. Pas balek sisan wes bleret"" ganti uli yo mari bensin yo full eh adakno di oplos banyu 😭","['awan', 'ganti', 'olibengine', 'tuku', 'bengsin', 'full', 'wes', 'an', 'langsung', 'anak', 'pacet', 'pas', 'balek', 'sis', 'wes', 'bleret', 'ganti', 'uli', 'yo', 'mari', 'bensin', 'yo', 'full', 'eh', 'adakno', 'oplos', 'banyu']"
bensin jelek spy pindah ke listrik,"['bensin', 'jelek', 'spy', 'pindah', 'listrik']"
penak tuku shell,"['penak', 'tuku', 'shell']"
kok mirip yg terjadi di kaltim bbrapa bulan lalu,"['kaltim', 'bbrapa']"
bukan brebet tapi brebet bang,"['bukan', 'brebet', 'brebet', 'bang']"
eleh habis ini jga ada statement 'ya rakyat beli pertamax aja kalo mau motor awet' 💀,"['eleh', 'habis', 'statement', 'ya', 'rakyat', 'beli', 'pertamax', 'aja', 'motor', 'awet']"
Mntang2 d ksih murah ko tega yg ngoplos ya 😭😭 ya allah. Konoha gk abis2 orang yg koropsi,"['mntang', 'ksih', 'murah', 'ko', 'tega', 'ngoplos', 'ya', 'ya', 'allah', 'konoha', 'tidak', 'abis', 'orang', 'koropsi']"
"oh itu masalahnya di bensin??
ku kira motorku kenapa 😭 haduh... gimana ini","['oh', 'bensin', 'ku', 'motor', 'haduh', 'gimana']"
ini boleh ke SPBU bawa botol aja ga sih? biar gue sendiri yg masukin tuh bensin ke tangki motor gue. takut banget campuran airnya masuk ke motor gue. kasih harga sama jg gapapa deh,"['spbu', 'bawa', 'botol', 'aja', 'tidak', 'masukin', 'tuh', 'bensin', 'tangki', 'motor', 'takut', 'banget', 'campur', 'air', 'masuk', 'motor', 'kasih', 'harga', 'gapapa']"
@1hy🅰️🕘 @_:1hy🅰️♂️_ co apa iyayah,"['hy', 'co', 'iyayah']"
@c hmzzz,['hmzzz']
@rahmat @PP Ramadhan,['ramadhan']
@bahlil.lahadalia @GOLKAR INDONESIA,"['lahadalia', 'indonesia']"
@gerindra tolong paakkkk,"['tolong', 'paakkkk']"
@partaigerindra tolong jgn buat masyarakat tambah susah,"['tolong', 'jangan', 'masyarakat', 'susah']"
"tag Bahlil smpai liat
@bahlil.lahadalia","['tag', 'bahlil', 'smpai', 'liat', 'lahadalia']"
@gerindra @ROSÉ tolong didengar ya admin gerinda,"['e', 'tolong', 'dengar', 'ya', 'admin', 'gerinda']"
@gerindra wiss ra normal,"['wiss', 'ra', 'normal']"
@Aqimiii iya lg motor aku kek gini,"['iya', 'lg', 'motor', 'kek', 'gin']"
yg pakai pertamak bilek 🤭,"['pakai', 'tamak', 'bilek']"
"bukan ribuan motor lagi bg, tapi jutaan motor yang brebet","['bukan', 'ribu', 'motor', 'bg', 'juta', 'motor', 'brebet']"
Bau pertalite nya aja uda beda.. kyk bau busuk .,"['bau', 'pertalite', 'aja', 'uda', 'beda', 'kyk', 'bau', 'busuk']"
"samaaa motorku baru 2 bulan ,keluaran tahun ini... rusak gara"" pertalite... ini wes diperbaikin semua ganti busi, businya persis kyk gitu","['samaaa', 'motor', 'keluar', 'rusak', 'gara', 'pertalite', 'wes', 'diperbaikin', 'ganti', 'busi', 'busi', 'persis', 'kyk', 'gitu']"
PERTAMINA 🤮... UDH MONOPOLI AJA... NANTI AKHIR TAHUN PEMBUKUAN BILANGNYA MERUGI 😡🤬🤬🤬,"['pertamina', 'monopoli', 'aja', 'buku', 'bilang', 'rugi']"
Anjr vario ku juga brebet ka uda 2x dibawa ke bengkel sama aja katanya karena pertalite padahal uda isi pertamax,"['anjr', 'vario', 'ku', 'brebet', 'ka', 'uda', 'x', 'bawa', 'bengkel', 'aja', 'pertalite', 'uda', 'isi', 'pertamax']"
"Pertamina sekarang kejam ya ...ga respek kah sm rakyat kecil...??kita udah antri tak karuan loh untk beli bensinnya, bayar cash lagi, gak utang....kok tega ya Pertamina dan pemerintah kayak jaman ini, kita loh mau kerja....","['pertamina', 'kejam', 'ya', 'ga', 'respek', 'kah', 'sm', 'rakyat', 'kecilkita', 'antri', 'karuan', 'loh', 'untk', 'beli', 'bensin', 'bayar', 'cash', 'tidak', 'utangkok', 'tega', 'ya', 'pertamina', 'perintah', 'kayak', 'jaman', 'loh', 'kerja']"
bahlill,['bahlill']
Class Action 😡😡😡,"['class', 'action']"
Motorku juga cedut cedut bengkel gak ada bisa ngatasi kecuali pertalite nya di murnikan,"['motor', 'cedut', 'cedut', 'bengkel', 'tidak', 'ngatasi', 'kecuali', 'pertalite', 'murni']"
"Perusahaan pertamin ini jangan terlalu ngerasa high value deh padahal produk minyaknya juga jelek 👎 masyarakat make pertamina karena perusahaan itu monopoli market ga lebih dari itu, klo ada perusahaan bbm lain udah pasti masyarakat pke itu biar motornya awet","['usaha', 'pertamin', 'jangan', 'ngerasa', 'high', 'value', 'produk', 'minyak', 'jelek', 'masyarakat', 'make', 'pertamina', 'usaha', 'monopoli', 'market', 'tidak', 'usaha', 'bbm', 'masyarakat', 'pke', 'motor', 'awet']"
Selama pertamina the only one penyedia bahan bakar di Indonesia gak akan dia evaluasi bjir,"['pertamina', 'the', 'only', 'one', 'sedia', 'bahan', 'bakar', 'indonesia', 'tidak', 'evaluasi', 'bjir']"
dosa sak terdzolimi ditanggung Pertamina di akhirat,"['dosa', 'sak', 'terdzolimi', 'tanggung', 'pertamina', 'akhirat']"
"dr bahasanya ini daerah jatim, kyanya ada yg sabotase di daerah situ soalnya di daerah sini aman2 aja
gua pake full pertalite jga motor biasa aja sih","['bahasa', 'daerah', 'jatim', 'kyanya', 'sabotase', 'daerah', 'situ', 'daerah', 'aman', 'aja', 'gua', 'pake', 'full', 'pertalite', 'motor', 'aja']"
"@. tuhh liat jelek bahan bakar motor, saat kamu beli kuda","['tuhh', 'liat', 'jelek', 'bahan', 'bakar', 'motor', 'beli', 'kuda']"
@yey knap lah bengsin skrang begitu,"['knap', 'bengsin', 'skrang']"
@bahlil.lahadalia,['lahadalia']
"woy bahlull, mana si bahlul
@bahlil.lahadalia","['woy', 'bahlull', 'si', 'bahlul', 'lahadalia']"
"@bahlil.lahadalia ayo yoopo pemerintah, korban e ws uakeh, ndang ditangani ojo ngomong tok ae sg gede","['lahadalia', 'ayo', 'yoopo', 'perintah', 'korban', 'e', 'ws', 'uakeh', 'ndang', 'tangan', 'ojo', 'ngomong', 'tok', 'ae', 'sg', 'gede']"
iki yang.. @Andi_Virtual .. pertamax yo masalah pisan,"['iki', 'pertamax', 'yo', 'pis']"
"@Gibran Rakabuming @gerindra @Kejaksaan.RI @Partai Solidaritas Indonesia gimana ini bapak"" ug terhormat, ini fakta di lapangan pak","['rakabuming', 'ri', 'solidaritas', 'indonesia', 'gimana', 'ug', 'hormat', 'fakta', 'lapang']"
"Motor ku Vario juga begini, Karna sudah diberitahu sama akun yg bernama Bengkel rakyat jadi ketika motor mau dipakai harus di nyalakan sekitar 3-5mnt, Karena ethanol bekerja ketika suhu diatas beberapa derajat,gw lupa ntah berapa derajat yg diberitahu oleh akun bernama @bengkel.rakyat.pekanbaru","['motor', 'ku', 'vario', 'karna', 'diberitahu', 'akun', 'nama', 'bengkel', 'rakyat', 'motor', 'pakai', 'nyala', 'mnt', 'ethanol', 'suhu', 'atas', 'derajatgw', 'lupa', 'ntah', 'derajat', 'diberitahu', 'akun', 'nama', 'rakyatpekanbaru']"
@pertamina ganti rugi loo,"['ganti', 'rugi', 'loo']"
punyaku lubang tangki bensinnya tuh karatan gitu padahal motor baru😭makin ngga beres pertamina @gerindra minta tolong laporin ke bapak min,"['punya', 'lubang', 'tangki', 'bensin', 'tuh', 'karat', 'gitu', 'motor', 'barumakin', 'tidak', 'beres', 'pertamina', 'tolong', 'laporin', 'min']"
Pak itu pada komplain. KEMBALIKAN SHEEELL (si kuning)🙏😁 @bahlil.lahadalia @kementerianesdm,"['komplain', 'kembali', 'sheeell', 'si', 'kuning', 'lahadalia']"
BAHLIL ANJ.,"['bahlil', 'anj']"
supra ora resiko,"['supra', 'ora', 'resiko']"
diganti bensin 1 truk mainan,"['ganti', 'bensin', 'truk', 'main']"
mobil gue jg kayak bunyi ketek ketek gitu kayak geter gitu paham ga sih pdhl matic.. klo isi pertamax ga pernah kek gitu bunyi mesinnya..kira2 karna pertalite bukan sihh krn udh dibawa ke tempat service ya baik2 aja..cuma disarankan ganti ke pertamax,"['mobil', 'kayak', 'bunyi', 'ketek', 'ketek', 'gitu', 'kayak', 'geter', 'gitu', 'paham', 'tidak', 'pdhl', 'matic', 'isi', 'pertamax', 'tidak', 'kek', 'gitu', 'bunyi', 'mesinnyakira', 'karna', 'pertalite', 'bukan', 'sihh', 'krn', 'bawa', 'service', 'ya', 'ajacuma', 'saran', 'ganti', 'pertamax']"
lama lama pertamina bisa jual air,"['pertamina', 'jual', 'air']"
"ya Allah pak gue cuma punya motor Mio jadul itu pun satu²nya dan skrng rusak,awalnya brebet tp lama² digas ngempos dan skrng jalanpun gak bisa😭😭😭😭kita cuma rakyat biasa pak,klo tidak bisa membantu setidaknya jangan nambahin beban kita 😭😭😭","['ya', 'allah', 'motor', 'mio', 'jadul', 'satu nya', 'skrng', 'rusakawalnya', 'brebet', 'lama', 'gas', 'ngempos', 'skrng', 'jalan', 'tidak', 'bisakita', 'rakyat', 'pakklo', 'tidak', 'bantu', 'tidak', 'jangan', 'nambahin', 'beban']"
"motor temanku Sampek diserviss lho, gara2 pertalite ini","['motor', 'teman', 'sampek', 'diserviss', 'lho', 'gara', 'pertalite']"
"betul, motor saya 2 hari sinjal, dan akhirnya mogok,","['motor', 'sinjal', 'mogok']"
apakah ini demi bonus akhir taun karyawan pertamina ?? makanya dicampur campur biar untung gede,"['bonus', 'taun', 'karyawan', 'pertamina', 'campur', 'campur', 'untung', 'gede']"
"mulai sekarang kalau isi bensin di pom usahakan selalu minta bon pembelian, jadi ketika ada masalah terkait produk Pertamina kita bisa ajukan klaim","['isi', 'bensin', 'pom', 'usaha', 'bon', 'beli', 'kait', 'produk', 'pertamina', 'aju', 'klaim']"
podo mbak poleh ta isi pertamax Turbo iki beat 2023 wes brebet😩,"['podo', 'mbak', 'poleh', 'ta', 'isi', 'pertamax', 'turbo', 'iki', 'beat', 'wes', 'brebet']"
pertamincuk kebanyakan koruptol,"['pertamincuk', 'banyak', 'koruptol']"
pak presiden bahlil wajib di pecat wajib ber tanggung jawab pak prabowo,"['presiden', 'bahlil', 'wajib', 'pecat', 'wajib', 'ber', 'tanggung', 'prabowo']"
Gusti Mboten Sare... Pihak yg terus menerus menyusahkan rakyat akan menerima ganjaran pada waktuNya.,"['gusti', 'mboten', 'sare', 'terus', 'susah', 'rakyat', 'terima', 'ganjar']"
demo ae kantor pertamina,"['demo', 'ae', 'kantor', 'pertamina']"
obong en ae ' pom e ben ramee,"['obong', 'en', 'ae', 'pom', 'e', 'ben', 'ramee']"
ternyata pertamina konttoooool😁😁😁,"['pertamina', 'konttoooool']"
isi en solar mbak 😂😂😂,"['isi', 'en', 'solar', 'mbak']"
"Solusi, naikin kompresi pakai bensol. Opo maneh nek lagi mumet, loss.","['solusi', 'naikin', 'kompresi', 'pakai', 'bensol', 'opo', 'maneh', 'nek', 'mumet', 'loss']"
Tuku solar ae kak,"['tuku', 'solar', 'ae', 'kak']"
isi pertalite pertamax podo bosok e. haduh kok yo ketar ketir aku gae pertamax iki,"['isi', 'pertalite', 'pertamax', 'podo', 'bosok', 'e', 'haduh', 'yo', 'ketar', 'tir', 'gae', 'pertamax', 'iki']"
"kakaknya di siang hari
saya dorong motor brebet jam 9 malam di tengah kota dan baru ketemu bengkel jam 10 lbh. Trauma sekali bukan Krn dorong motor sendirian untuk cari bengkel tapi saat motor brebet hampir saja terjadi kecelakaan.
Alhamdulillah Allah msh melindungi saya.
Tolong pemerintah jg berpikir untuk kepentingan masyarakat apalagi nyawa jadi taruhannya. skrng milih BP saja","['kakak', 'siang', 'dorong', 'motor', 'brebet', 'jam', 'malam', 'kota', 'ketemu', 'bengkel', 'jam', 'lbh', 'trauma', 'bukan', 'krn', 'dorong', 'motor', 'cari', 'bengkel', 'motor', 'brebet', 'celaka', 'alhamdulillah', 'allah', 'msh', 'lindung', 'tolong', 'perintah', 'pikir', 'penting', 'masyarakat', 'nyawa', 'taruh', 'skrng', 'milih', 'bp']"
"Pengen meso2 tp yo Kate meso nang sopo, intine jhancooook🤣🤣🤣","['meso', 'yo', 'kate', 'meso', 'nang', 'sopo', 'intine', 'jhancooook']"
RESPEKKKK KONCOMU WEDOK NYETUT NGGAE SUPRA😭,"['respekkkk', 'konco', 'wedok', 'nyetut', 'nggae', 'supra']"
RAKYAT udah di tahap ikhlas pejabatnya Main curang 🤡 soalnya gak ada demo 😹,"['rakyat', 'tahap', 'ikhlas', 'jabat', 'main', 'curang', 'tidak', 'demo']"
"aku pakek pertalite aman2 aja, rejekiku pastine hehe","['pakek', 'pertalite', 'aman', 'aja', 'rejekiku', 'pastine']"
aku yo gawe pertalite tapi aman kok.. setiap 3bulan busi diganti sajalah biar ngejreng💪💪,"['yo', 'gawe', 'pertalite', 'aman', 'busi', 'ganti', 'ngejreng']"
BBM. sudah. gak. murni lagi. payah,"['bbm', 'gak', 'murni', 'payah']"
coba ae gmn klo mobil2e para PNS di ke'i pertalite koyo ngono...,"['coba', 'ae', 'gmn', 'mobile', 'pns', 'kei', 'pertalite', 'koyo', 'ngono']"
samaaa woyy brebet parahh . rugii dobel dobel ga si gara gara bensin,"['samaaa', 'woyy', 'brebet', 'parahh', 'rugi', 'dobel', 'dobel', 'tidak', 'si', 'gara', 'gara', 'bensin']"
"dimana mau nuntut tanggung jawab pemerintah.
nunggu kasus ini menguap?","['mana', 'nuntut', 'tanggung', 'perintah', 'nunggu', 'uap']"
